loss_vf_loss,EpThisIter,loss_pol_surr,TimeElapsed,loss_pol_entpen,loss_kl,iteration,AgentID,selected_iter0,EpisodesSoFar,EpLenMean,ev_tdlam_before,TimestepsSoFar,EpRewMean,loss_ent,selected_iter1
13797.4523417,619,-0.0382541570386,15055.184612035751,,0.0314657639634,120,1,63,64013,84.023,0.86491009593,5946807,212.0,-2.94889712334,119
16813.0590007,511,-0.0386975007132,15091.356431484222,,0.0426154270923,121,0,120,60415,88.349,0.841061964631,5995714,9.0,-4.16084098816,1
13893.7644857,609,-0.03793491817,15127.388666391373,,0.0314608201928,121,1,12,64622,85.802,0.933639518917,5995470,217.0,-2.9614880085,120
16939.9928385,538,-0.0387303877311,15163.528596162796,,0.0421439541969,122,0,121,60953,86.805,0.918938241899,6044845,-57.0,-4.18925333023,110
16243.5436808,625,-0.0384914681199,15199.465368270874,,0.0315968847523,122,1,95,65247,82.327,0.812480926514,6045062,207.0,-2.96443200111,121
13730.4533895,539,-0.0406485880958,15235.481434583664,,0.0399897981746,123,0,122,61492,85.251,0.875747725368,6094438,-72.0,-4.20532131195,66
17044.189738,635,-0.040003244639,15271.66524028778,,0.0304675243484,123,1,27,65882,82.344,0.917428471148,6094345,228.0,-2.98485946655,122
15470.1093852,521,-0.0406344106498,15308.246809482574,,0.0403826644955,124,0,123,62013,86.284,0.85014680028,6143251,-34.0,-4.2380490303,94
16442.4116211,609,-0.0385153816702,15344.3350212574,,0.0313937327204,124,1,114,66491,85.567,0.636997193098,6143578,176.0,-3.00280332565,123
16810.3259481,499,-0.0404454798263,15380.490072250366,,0.0411191058035,125,0,124,62512,90.038,0.775363340974,6191970,,-4.25117731094,104
15131.1182861,642,-0.0380547249806,15416.510329961777,,0.0297934185946,125,1,107,67133,84.251,0.859817892313,6192294,273.0,-3.02875232697,124
16653.1523031,525,-0.0401974860821,15452.652249574661,,0.0422430788943,126,0,125,63037,85.112,0.882696412504,6240981,-22.0,-4.25398254395,88
13030.4463298,636,-0.0383278095687,15488.591569900513,,0.0306815651323,126,1,118,67769,83.477,0.893406711519,6241864,268.0,-3.04205203056,125
17300.0939128,535,-0.0396358665991,15524.805505752563,,0.0404390858021,127,0,126,63572,85.34,0.890773437917,6290488,-29.0,-4.27830934525,104
14170.6655884,603,-0.0397894738029,15560.885005950928,,0.0304678407653,127,1,115,68372,86.83,0.950329393148,6290820,181.0,-3.03888320923,126
15102.5587769,531,-0.0398359374085,15597.219567775726,,0.0418059983446,128,0,127,64103,86.737,0.934383459389,6339701,-57.0,-4.2909617424,50
15010.2856547,645,-0.037828870952,15633.58600640297,,0.0306128214579,128,1,104,69017,82.611,0.724031150341,6339953,287.0,-3.06549453735,127
16384.2377319,530,-0.0395677462511,15669.701964378357,,0.0403954865566,129,0,128,64633,85.852,0.873782545328,6389242,-34.0,-4.31486272812,91
13509.8302917,662,-0.0398314853034,15705.851943731308,,0.0299625796809,129,1,7,69679,81.323,0.897555410862,6389239,312.0,-3.08815073967,128
15787.8584188,527,-0.0412056378069,15742.22277212143,,0.0417242466162,130,0,129,65160,84.615,0.903681509197,6438504,-17.0,-4.34704494476,44
13619.0676575,642,-0.0401791775657,15778.424718856812,,0.0295031538311,130,1,93,70321,82.342,0.782082945108,6438284,270.0,-3.10017371178,129
15798.5615031,545,-0.0392476745765,15814.579080343246,,0.0403461771396,131,0,130,65705,84.02,0.884290359914,6487107,-65.0,-4.36670303345,14
14271.9252421,624,-0.0383773741196,15851.081240653992,,0.0316943871633,131,1,29,70945,82.904,0.927114851773,6487498,239.0,-3.10760378838,130
15561.7501729,525,-0.0387271090682,15887.238157510757,,0.040883530785,132,0,131,66230,87.355,0.883459992707,6536611,-17.0,-4.37471389771,100
13679.9950968,650,-0.0379959946925,15923.524013519287,,0.031508832355,132,1,120,71595,80.608,0.916242964566,6536194,278.0,-3.10392427444,131
13746.4508057,557,-0.0386597825175,15959.931877851486,,0.040837634122,133,0,132,66787,82.448,0.801970407367,6585832,-95.0,-4.40070152283,56
13739.005127,627,-0.0379124928925,15996.077094078064,,0.0317488635968,133,1,105,72222,82.66,0.878408722579,6585463,216.0,-3.11287355423,132
13990.895752,560,-0.039082609379,16032.295034646988,,0.0404025181973,134,0,133,67347,83.406,0.919544629753,6634952,-92.0,-4.42264890671,24
12473.4076436,613,-0.0377471316994,16068.588269472122,,0.0335217822576,134,1,27,72835,82.9,0.891645133495,6634889,222.0,-3.13103795052,133
16009.3758545,536,-0.0380041446964,16104.98045015335,,0.0427544422758,135,0,134,67883,86.825,0.805794805288,6683998,-40.0,-4.45149421692,56
12430.6111348,635,-0.0393791344056,16141.063003540039,,0.0301445547957,135,1,30,73470,83.663,0.831699132919,6684222,258.0,-3.16590833664,134
13928.7326762,538,-0.036928391899,16177.285626888275,,0.045154711154,136,0,135,68421,85.561,0.848708257079,6733191,-46.0,-4.4790725708,54
12030.8761902,649,-0.037414314332,16213.543921232224,,0.0301996977457,136,1,44,74119,82.192,0.825840234756,6733516,280.0,-3.18048119545,135
16580.8981934,510,-0.0385997742026,16249.959142923355,,0.0436350080806,137,0,136,68931,86.533,0.769330456853,6782033,-4.0,-4.50115203857,10
14152.1086324,648,-0.0390632637136,16286.381175279617,,0.0331187570312,137,1,85,74767,82.699,0.818092659116,6782408,268.0,-3.19952011108,136
14552.0779215,516,-0.0390801683728,16322.80700469017,,0.042048178846,138,0,137,69447,85.569,0.824833616614,6831016,-36.0,-4.5379743576,18
12501.304484,652,-0.038262661139,16359.079169273376,,0.0297135188011,138,1,125,75419,80.905,0.965859141201,6831788,261.0,-3.21430897713,137
13861.3842875,551,-0.0392120689891,16395.36272931099,,0.0420059005264,139,0,138,69998,83.347,0.880823172629,6880733,-77.0,-4.55421257019,19
14800.3163757,623,-0.0387972655493,16431.72134757042,,0.0327077969753,139,1,93,76042,82.593,0.848561152816,6880229,203.0,-3.21867012978,138
13608.0666504,554,-0.0377797784361,16468.035356998444,,0.0426967456006,140,0,139,70552,82.888,0.873268410563,6929811,-81.0,-4.58012866974,99
13803.6535645,637,-0.0386796863847,16504.26721429825,,0.0313941821223,140,1,27,76679,81.849,0.949869778007,6929947,252.0,-3.21820425987,139
17435.4100749,530,-0.0380102165606,16540.642019987106,,0.0438680939842,141,0,140,71082,85.79,0.845657721162,6979004,-16.0,-4.59697437286,106
14062.4901021,677,-0.036828468156,16576.642596960068,,0.0301020184609,141,1,73,77356,79.116,0.636381477118,6979185,334.0,-3.23009800911,140
14327.4083659,547,-0.0394849410416,16612.812651872635,,0.0422097555517,142,0,141,71629,81.71,0.914201036096,7027981,-70.0,-4.63030099869,109
11759.1951904,673,-0.0371180331082,16648.84911417961,,0.0287202129839,142,1,1,78029,78.279,0.799020990729,7028390,323.0,-3.24407505989,141
15194.6552022,541,-0.0402825110165,16685.078862428665,,0.0439583497743,143,0,142,72170,82.773,0.867277279496,7076934,-68.0,-4.65269756317,80
12517.6711731,686,-0.0351087514525,16721.326464414597,,0.032878346392,143,1,24,78715,77.001,0.933695755899,7077362,338.0,-3.26849389076,142
13779.0326742,538,-0.0388833772546,16757.519708395004,,0.043943669647,144,0,143,72708,81.828,0.925624638796,7125819,-37.0,-4.67829561234,127
11501.2102763,642,-0.0367888593173,16793.693415880203,,0.0321174976804,144,1,108,79357,81.772,0.898513041437,7125888,277.0,-3.27742242813,143
14764.0202535,530,-0.0377799425623,16829.97782111168,,0.0433256657173,145,0,144,73238,85.915,0.789413496852,7175663,-31.0,-4.70457983017,35
9619.97374471,696,-0.0346811222553,16866.073222398758,,0.0275872382723,145,1,26,80053,77.188,0.893664270639,7175574,397.0,-3.30363512039,144
13830.8224386,527,-0.0401543210513,16902.326201438904,,0.0425001968785,146,0,145,73765,81.887,0.885917678475,7224116,-2.0,-4.73505926132,93
10827.8304443,680,-0.0379820093416,16938.692119836807,,0.0295455596255,146,1,21,80733,78.005,0.929929353297,7224933,341.0,-3.30064439774,145
13428.3631388,544,-0.0387653156649,16975.347287893295,,0.0424956487647,147,0,146,74309,81.912,0.861711293459,7273760,-55.0,-4.7568230629,110
13288.6400757,647,-0.0361617879826,17011.38238286972,,0.0300443839515,147,1,6,81380,81.458,0.945216529071,7273722,278.0,-3.28443813324,146
14854.6602173,520,-0.0388238691861,17047.65279173851,,0.0446324198662,148,0,147,74829,85.246,0.867074638605,7322833,-14.0,-4.77335691452,135
12437.6203105,655,-0.0360046844726,17083.78400540352,,0.0321291090998,148,1,95,82035,81.24,0.927251264453,7323046,292.0,-3.28825426102,147
14647.6112264,548,-0.0404360881948,17120.031491279602,,0.041011917172,149,0,148,75377,82.465,0.84986795485,7371908,-64.0,-4.7895989418,60
12290.8885701,672,-0.0367599494736,17156.258848190308,,0.0325912829333,149,1,104,82707,78.409,0.865680485964,7372192,325.0,-3.31016659737,148
15937.8780314,501,-0.0394413346464,17192.690128326416,,0.0420812222486,150,0,149,75878,85.627,0.884604282677,7421251,35.0,-4.80732297897,27
14682.2210693,654,-0.0364263751544,17229.065910816193,,0.0314182488558,150,1,128,83361,82.818,0.856375411153,7421097,290.0,-3.32098412514,149
15611.4110718,545,-0.0378616386345,17265.717393636703,,0.0433164959929,151,0,150,76423,83.682,0.924889005721,7470537,-57.0,-4.83594703674,50
11316.0016276,652,-0.0375636824368,17301.87699866295,,0.0321076540276,151,1,45,84013,80.185,0.731586545706,7469681,289.0,-3.32524180412,150
14353.7869263,522,-0.0388080315509,17338.286439180374,,0.0435666542811,152,0,151,76945,84.052,0.905558124185,7519011,2.0,-4.85120677948,18
12785.4783376,678,-0.0370114143589,17374.84163594246,,0.0310968975537,152,1,65,84691,79.375,0.904218375683,7519674,335.0,-3.34165668488,151
14012.1139526,515,-0.0387977429782,17411.366178035736,,0.0436825205106,153,0,152,77460,84.684,0.848184332252,7568617,-6.0,-4.88069963455,46
11091.035848,670,-0.0377109567829,17447.763258218765,,0.0322467909039,153,1,58,85361,81.283,0.860191270709,7568965,330.0,-3.35090827942,152
16084.7149658,511,-0.0389976288425,17484.09555363655,,0.0442982538758,154,0,153,77971,86.125,0.916667833924,7618094,21.0,-4.89648151398,13
13095.7056885,670,-0.0358915448887,17520.375373601913,,0.0315550152833,154,1,147,86031,80.548,0.938878942281,7618109,311.0,-3.35801768303,153
13797.1062215,541,-0.0398696820678,17556.69472384453,,0.0436400865826,155,0,154,78512,82.571,0.808671206236,7667133,-80.0,-4.91089105606,24
10864.5886536,678,-0.0358494127092,17592.81843304634,,0.0289650676229,155,1,33,86709,79.061,0.952358137816,7667185,339.0,-3.37524533272,154
15504.9023641,508,-0.0369510252979,17629.09800338745,,0.045512346318,156,0,155,79020,85.62,0.850593164563,7716360,35.0,-4.93672084808,43
13462.5431925,666,-0.0368871415073,17665.570776700974,,0.0305930778462,156,1,131,87375,81.38,0.900454469025,7716396,325.0,-3.38365268707,155
14113.7674764,570,-0.0389357564757,17702.168439149857,,0.0443973705017,157,0,156,79590,81.003,0.846926808357,7765170,-125.0,-4.96977519989,75
10378.5865784,691,-0.0351117355652,17738.371477365494,,0.0305626535555,157,1,142,88066,75.016,0.706238269806,7765491,372.0,-3.39569211006,156
15355.6758423,549,-0.0393898042579,17774.881149053574,,0.0435042460449,158,0,157,80139,81.891,0.821895822883,7814701,-55.0,-4.98498439789,26
11982.5793152,690,-0.0368112758733,17811.35807609558,,0.0301282897514,158,1,104,88756,75.573,0.920893400908,7814375,351.0,-3.41026067734,157
14463.2402751,543,-0.0392951184767,17848.180302619934,,0.0430629355057,159,0,158,80682,80.429,0.90703086555,7863589,-56.0,-5.00435781479,64
13237.4142253,675,-0.0374670794699,17884.47609758377,,0.029617638754,159,1,104,89431,77.442,0.795253291726,7863875,322.0,-3.42259287834,158
12332.4436849,541,-0.0375273556856,17921.10940694809,,0.0428308394427,160,0,159,81223,83.923,0.913189150393,7912805,-70.0,-5.03929758072,109
11427.8592529,703,-0.0346655925678,17957.463088035583,,0.0306081959279,160,1,50,90134,75.673,0.874872148037,7912811,384.0,-3.43480086327,159
15886.1892293,487,-0.0399517846818,17994.229818820953,,0.0447039667827,161,0,160,81710,85.112,0.85472612083,7961989,67.0,-5.07153558731,23
11177.8421936,675,-0.0361726225043,18030.617619276047,,0.028760128771,161,1,6,90809,82.076,0.941317964345,7962213,370.0,-3.43652701378,160
15978.0333252,527,-0.0390515928642,18067.35708117485,,0.0459991388489,162,0,161,82237,83.598,0.749948829412,8010868,6.0,-5.10453701019,33
10168.7513123,697,-0.0363109113629,18103.91722536087,,0.0290019650323,162,1,104,91506,75.9,0.751658543944,8011169,382.0,-3.44011044502,161
13137.5612895,528,-0.0401027529539,18140.359513759613,,0.0428854434285,163,0,162,82765,82.41,0.926140315831,8060112,-20.0,-5.1302022934,134
12226.7499695,672,-0.0370029323967,18177.169377088547,,0.029870742932,163,1,148,92178,80.265,0.939287159592,8060220,333.0,-3.45640420914,162
12898.8318176,579,-0.037827261937,18213.871119499207,,0.0443075828565,164,0,163,83344,79.067,0.925656102598,8108954,-123.0,-5.14298057556,142
10577.1800283,674,-0.0363800719303,18250.47559404373,,0.0300357767846,164,1,1,92852,77.191,0.918041869998,8109382,336.0,-3.4688243866,163
15552.9641927,568,-0.0364114273786,18286.963354349136,,0.0458599398068,165,0,164,83912,81.282,0.705745220184,8158642,-86.0,-5.16706991196,111
11347.6669108,685,-0.0354483490907,18323.477431297302,,0.0323111142886,165,1,153,93537,75.627,0.855516031384,8158803,350.0,-3.47760438919,164
12572.5471497,553,-0.0398959314431,18360.90269136429,,0.0431182500906,166,0,165,84465,81.069,0.880702495575,8207376,-94.0,-5.19571685791,130
15044.8479309,663,-0.0366376715441,18398.110300540924,,0.033262570117,166,1,84,94200,79.728,0.922909200191,8207937,271.0,-3.47033667564,165
13308.0228678,541,-0.0397055867361,18434.617374420166,,0.0418142837783,167,0,166,85006,85.076,0.872120395303,8256902,-78.0,-5.2001490593,45
11882.3667297,685,-0.035974252872,18471.285922527313,,0.0303103178351,167,1,66,94885,78.608,0.925632178783,8257069,357.0,-3.48028469086,166
15673.9177856,540,-0.036032830918,18507.893020153046,,0.0473237332578,168,0,167,85546,82.377,0.812229439616,8305618,-55.0,-5.21671867371,60
11429.714325,694,-0.0368960583874,18544.47683763504,,0.0315416083516,168,1,37,95579,75.232,0.671447306871,8306058,363.0,-3.4948117733,167
15556.1436971,529,-0.0375885490842,18581.267596960068,,0.0460692033327,169,0,168,86075,82.928,0.875741571188,8355051,-21.0,-5.24250745773,134
10334.3449809,703,-0.0365024140337,18618.303005695343,,0.0281817845146,169,1,116,96282,77.518,0.931942403316,8355462,383.0,-3.49504303932,168
13250.978597,547,-0.0353296991865,18655.11426973343,,0.0476953037238,170,0,169,86622,81.123,0.894858784974,8404481,-76.0,-5.24439573288,11
10447.4029541,698,-0.0352530343031,18691.749690294266,,0.0297090565631,170,1,133,96980,76.735,0.881680905819,8404456,368.0,-3.50807285309,169
12855.0706177,576,-0.0396812388693,18728.636785268784,,0.0448890302796,171,0,170,87198,79.922,0.79833316803,8453630,-144.0,-5.26815128326,130
10494.7591044,680,-0.0362245520422,18765.555406093597,,0.0301283638303,171,1,62,97660,78.257,0.864181190729,8453367,337.0,-3.52064704895,170
13791.3602295,564,-0.0376198286055,18802.365203380585,,0.0448839033488,172,0,171,87762,81.249,0.918318077922,8502876,-81.0,-5.29117298126,88
12211.131424,691,-0.0357058147153,18838.99381160736,,0.0281626300421,172,1,126,98351,77.009,0.890258334577,8502804,349.0,-3.53399610519,171
13435.7564189,553,-0.0382351940886,18875.781004667282,,0.0456572295322,173,0,172,88315,80.478,0.903737731278,8551457,-93.0,-5.31055784225,116
12443.7966614,700,-0.0354216809452,18912.21585059166,,0.0309675228006,173,1,67,99051,74.267,0.799869835377,8552085,349.0,-3.54020524025,172
13583.3173116,562,-0.0372832838621,18948.737255573273,,0.0437659399273,174,0,173,88877,80.696,0.742088764906,8601081,-118.0,-5.34410667419,128
11189.2036997,690,-0.0353748448639,18985.156819581985,,0.0315530973797,174,1,3,99741,77.192,0.92289429158,8600903,375.0,-3.54167079926,173
13725.5451864,523,-0.0360970427767,19021.80316734314,,0.0476878207798,175,0,174,89400,83.321,0.774796292186,8649386,-16.0,-5.36402511597,98
12473.6578725,672,-0.0331411866549,19058.51517391205,,0.0321256691047,175,1,25,100413,76.331,0.885552287102,8650329,296.0,-3.55395913124,174
13275.3068848,515,-0.0374218247986,19095.21617126465,,0.0470494081577,176,0,175,89915,85.797,0.916634336114,8699376,-10.0,-5.39342212677,90
10715.1908773,698,-0.0370426499091,19131.862490177155,,0.0293403894563,176,1,173,101111,79.591,0.873227506876,8699178,390.0,-3.56359839439,175
14369.7302348,530,-0.0373768798745,19168.003835439682,,0.0484624564803,177,0,176,90445,81.952,0.868320897222,8747974,-20.0,-5.41589069366,55
9774.67718506,726,-0.0355162811854,19204.833607673645,,0.0290712442948,177,1,161,101837,73.072,0.942262157798,8748475,432.0,-3.57922387123,176
13208.1270854,562,-0.0378820924476,19241.68538737297,,0.0436650513827,178,0,177,91007,79.295,0.784041911364,8797770,-102.0,-5.43847560883,25
9749.86478678,722,-0.0342637266052,19278.28182053566,,0.0301944806706,178,1,136,102559,73.208,0.961985487491,8797861,420.0,-3.58427286148,177
12930.7226969,523,-0.0372221498886,19315.149463891983,,0.0488340638112,179,0,178,91530,80.203,0.912478104234,8845527,-14.0,-5.45250606537,86
10201.5201162,706,-0.0346986889587,19351.839166402817,,0.0292599601283,179,1,67,103265,75.845,0.892893478274,8846869,385.0,-3.60913062096,178
15671.3757019,527,-0.0369808848094,19387.87217116356,,0.0442798389898,180,0,179,92057,82.599,0.866550266743,8895698,-7.0,-5.48131418228,15
8468.85423279,716,-0.0352423858518,19424.615005016327,,0.0272471051042,180,1,108,103981,76.787,0.929724223912,8896025,436.0,-3.62194395065,179
14350.1970418,592,-0.0357171567836,19461.580600738525,,0.0476503221629,181,0,180,92649,76.524,0.683828830719,8944590,-129.0,-5.51326370239,91
11600.5583293,724,-0.0358379854103,19498.255212545395,,0.0293559435134,181,1,151,104705,70.569,0.919471032917,8945013,402.0,-3.62524819374,180
11341.058548,580,-0.0367211539318,19535.27643918991,,0.044107742918,182,0,181,93229,78.272,0.839134171605,8994251,-144.0,-5.5345454216,173
12313.6083781,716,-0.0379629038895,19572.116825819016,,0.0308926198632,182,1,72,105421,74.868,0.817623242736,8994327,407.0,-3.61366009712,181
13441.5013123,564,-0.0391772006794,19608.79194188118,,0.0474280996714,183,0,182,93793,79.502,0.567618101835,9043395,-110.0,-5.55672931671,170
